"Prothetik obere Extremität";"Risiko";"Gültigkeit am 2025-10-18 19:04:59";;;;;;;;;;
;;;;;;;;;;;;
"Risikobezug";"Relevant";"Ursache";"Wirkung";"Wahrscheinlichkeit";"Schaden";"Akzeptanzlevel";"Maßnahme";"Wahrscheinlichkeit nach Maßnahme";"Schaden nach Maßnahme";"Akzeptanzlevel danach";"Risiko-Nutzen-Abwägung";"Verbleibende Maßnahmen sofern zutreffend"
"5 Gefährdungen im Zusammenhang mit der Anwendung des Medizinprodukts 5.9 unzureichende Festigkeit der Klemmverbindung";"ja";"Lösen mechanischer Verbindungen";"Verletzung durch nicht sicher gefasste Gegenstände";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Anwendung technischer Informationen; Festlegung des Herstellungsprozesses durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko eines Verlustes oder einer Fehlsteuerung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Belastungsgrenzen"
"6 Ungeeignete, unzulängliche oder zu komplizierte Schnittstelle mit dem Anwender 6.2 Lücken und Irrtümer der kognitiven Erinnerung";"ja";"Laden der Prothese in angezogenem Zustand";"Stromschlag, Verletzung der Hautoberfläche";"wahrscheinlich";"besonders hoch";"Überschreitet das definierte Akzeptanzniveau";"Unterweisung der Patienten durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko einer Fehlnutzung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Handhabung / Funktionsweise / Risiken"
"6 Ungeeignete, unzulängliche oder zu komplizierte Schnittstelle mit dem Anwender 6.2 Lücken und Irrtümer der kognitiven Erinnerung";"ja";"Ungeschicktes oder unkontrolliertes Ziehen an der Anziehhilfe";"Stumpf wird nicht korrekt in den Schaft eingezogen, Passformprobleme; Handverletzung";"wahrscheinlich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Prothesengebrauchsschulung, Unterweisung der Patienten";"möglich";"mittel";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko einer Fehlnutzung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Handhabung / Funktion"
"6 Ungeeignete, unzulängliche oder zu komplizierte Schnittstelle mit dem Anwender 6.2 Lücken und Irrtümer der kognitiven Erinnerung";"ja";"Ungeschicktes oder unkontrolliertes Ziehen an der Bandage";"Bandage wird verdreht angezogen und verursacht dadurch Druckstellen und Passformprobleme; Handverletzung";"sehr wahrscheinlich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Prothesengebrauchsschulung, Unterweisung der Patienten";"möglich";"mittel";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko einer Fehlnutzung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Handhabung / Funktion"
"6 Ungeeignete, unzulängliche oder zu komplizierte Schnittstelle mit dem Anwender 6.2 Lücken und Irrtümer der kognitiven Erinnerung";"ja";"Unsachgemäße Anwendung, Unachtsamkeit";"Verletzungen durch Greifgerät";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Unterweisung der Patienten durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko einer Fehlnutzung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Einsatz- und Belastungsgrenzen, Handhabung / Funktionsweise"
"6 Ungeeignete, unzulängliche oder zu komplizierte Schnittstelle mit dem Anwender 6.3 Versehen und Fehler (auf körperlicher oder geistiger Grundlage)";"ja";"Prothese wird nicht korrekt angezogen, Handhabungsfehler; keine korrekte Passform des Prothesenschaftes";"Hautschädigung durch Einklemmen während des Anziehens";"sehr wahrscheinlich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Systematische Zustandserhebung, Anprobe und Unterweisung der Patienten durch qualifizierte Mitarbeiter";"möglich";"mittel";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko einer Fehlnutzung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: An- und Ablegen der Prothese"
"6 Ungeeignete, unzulängliche oder zu komplizierte Schnittstelle mit dem Anwender 6.3 Versehen und Fehler (auf körperlicher oder geistiger Grundlage)";"ja";"Unsachgemäße Anwendung, Unachtsamkeit";"Verletzungen durch Greifgerät";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Unterweisung der Patienten durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko einer Fehlnutzung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Einsatz- und Belastungsgrenzen, Handhabung / Funktionsweise"
"6 Ungeeignete, unzulängliche oder zu komplizierte Schnittstelle mit dem Anwender 6.5 kompliziertes oder verwirrendes Steuersystem";"ja";"Unsachgemäße Anwendung, Unachtsamkeit";"Verletzung durch nicht sicher gefasste Gegenstände";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Unterweisung der Patienten durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko einer Fehlnutzung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Einsatz- und Belastungsgrenzen, Handhabung / Funktionsweise"
"6 Ungeeignete, unzulängliche oder zu komplizierte Schnittstelle mit dem Anwender 6.6 zweifelhafter oder unklarer Zustand des Gerätes";"ja";"Funktionsverlust der Akkumulatoren, Entladung, Materialverschleiß, Materialzersetzung";"Verletzung durch nicht sicher gefasste Gegenstände";"wahrscheinlich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Unterweisung der Patienten durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko eines Verlustes oder einer Fehlsteuerung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Einsatz- und Belastungsgrenzen, Handhabung / Funktionsweise, Inspektion / Wartung"
"7 Gefährdungen infolge von Funktionsfehlern, falscher Wartung und Alterung 7.1 fehlerhafte Datenübertragung";"ja";"Funktionsverlust, Steuerungsfehler";"Verletzung durch nicht sicher gefasste Gegenstände";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Anwendung technischer Informationen; Anprobe durch qualifizierte Mitarbeiter";"unwahrscheinlich";"niedrig";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko eines Verlustes oder einer Fehlsteuerung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"7 Gefährdungen infolge von Funktionsfehlern, falscher Wartung und Alterung 7.2 fehlende oder unzureichende Spezifikationen für die Wartung einschließlich unzureichender Spezifikation für Funktionsprüfung nach der Wartung
7 Gefährdungen infolge von Funktionsfehlern, falscher Wartung und Alterung 7.3 unzureichende Wartung";"ja";"Materialverschleiß, Überlastung, unsachgemäße Anwendung";"Hautschädigung durch Materialermüdung, Bruch der Prothese, Sturzgefahr durch unzureichende elektronische oder mechanische Funktionalität,";"sehr wahrscheinlich";"besonders hoch";"Überschreitet das definierte Akzeptanzniveau";"Systematische Zustandserhebung und Festlegung der Versorgung durch qualifizierte Mitarbeiter; Unterweisung der Patienten durch qualifizierte Mitarbeiter";"unwahrscheinlich";"besonders hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko einer generellen Sturzgefahr und spontaner Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Bestimmungsgemäßer Gebrauch, Einsatz- und Belastungsgrenzen, Inspektion / Wartung"
"7 Gefährdungen infolge von Funktionsfehlern, falscher Wartung und Alterung 7.5 Verlust der elektrischen/mechanischen Unversehrtheit";"ja";"Bandagendefekt";"Wundreibung, Prothese rutscht";"sehr wahrscheinlich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Unterweisung der Patienten durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Stumpfbehandlung, Stumpfhygiene, Reinigung / Desinfektion, Inspektion / Wartung"
"7 Gefährdungen infolge von Funktionsfehlern, falscher Wartung und Alterung 7.5 Verlust der elektrischen/mechanischen Unversehrtheit";"ja";"Funktionsverlust der Akkumulatoren, Entladung";"Verletzung durch nicht sicher gefasste Gegenstände";"sehr wahrscheinlich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Unterweisung der Patienten durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko einer Fehlnutzung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Einsatz- und Belastungsgrenzen, Handhabung / Funktionsweise"
"7 Gefährdungen infolge von Funktionsfehlern, falscher Wartung und Alterung 7.6 ungeeignete Verpackung (Verunreinigung und/oder Beeinträchtigung des Medizinprodukts)";"ja";"Mangelhafte Verpackung, mangelhafte Sicherung während des Transports";"Zerstörung / Beschädigung der Prothese während der Lagerung / Transport";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Ausreichende Verpackung, ausreichende Sicherung während des Transports";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko im Versandfall muss akzeptiert werden, da im Einzelfall ein Versand unumgänglich ist um die Versorgung im Sinne der Compliance sicherstellen zu können.";
"7 Gefährdungen infolge von Funktionsfehlern, falscher Wartung und Alterung 7.7 Wiederverwendung und/oder unrichtige Wiederverwendung";"ja";"mangelnde Reinigung der Prothese";"Hautschädigung, Reizung, Unverträglichkeit, Sensibilisierung, Infektion";"sehr wahrscheinlich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Systematische Zustandserhebung und Festlegung der Versorgung durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Stumpfbehandlung, Stumpfhygiene, Reinigung / Desinfektion"
"7 Gefährdungen infolge von Funktionsfehlern, falscher Wartung und Alterung 7.8 Funktionsverschlechterung (z. B. zunehmender Verschluss von Flüssigkeits-oder Gasleitungen, oder Veränderungen des Strömungswiderstandes oder der elektrischen Leitfähigkeit) als Ergebnis widerholten Gebrauchs";"ja";"Alterung der Anziehhilfe, scharfe Kanten am Ausziehloch, falsche Anziehtechnik";"Handverletzung";"sehr wahrscheinlich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Sichtprüfung vor Anprobe; Unterweisung der Patienten durch qualifizierte Mitarbeiter";"möglich";"mittel";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"7 Gefährdungen infolge von Funktionsfehlern, falscher Wartung und Alterung 7.8 Funktionsverschlechterung (z. B. zunehmender Verschluss von Flüssigkeits-oder Gasleitungen, oder Veränderungen des Strömungswiderstandes oder der elektrischen Leitfähigkeit) als Ergebnis widerholten Gebrauchs";"ja";"Kabelbruch (elektrisch oder mechanisch), Defekt der Greifkomponente";"Verletzung durch nicht sicher gefasste Gegenstände";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Unterweisung der Patienten durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko eines Verlustes oder einer Fehlsteuerung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Handhabung / Funktionsweise, Inspektion / Wartung"
"7 Gefährdungen infolge von Funktionsfehlern, falscher Wartung und Alterung 7.8 Funktionsverschlechterung (z. B. zunehmender Verschluss von Flüssigkeits-oder Gasleitungen, oder Veränderungen des Strömungswiderstandes oder der elektrischen Leitfähigkeit) als Ergebnis widerholten Gebrauchs";"ja";"Materialverschleiß, Überlastung, unsachgemäße Anwendung";"Hautschädigung durch Materialermüdung, Bruch der Prothese";"sehr wahrscheinlich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Systematische Zustandserhebung und Festlegung der Versorgung durch qualifizierte Mitarbeiter; Herstellerrichtlinien einhalten; Verwendung von freigegebenen Komponentenkombinationen; Anprobe durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Bestimmungsgemäßer Gebrauch, Einsatz- und Belastungsgrenzen, Inspektion / Wartung"
"7 Gefährdungen infolge von Funktionsfehlern, falscher Wartung und Alterung 7.8 Funktionsverschlechterung (z. B. zunehmender Verschluss von Flüssigkeits-oder Gasleitungen, oder Veränderungen des Strömungswiderstandes oder der elektrischen Leitfähigkeit) als Ergebnis widerholten Gebrauchs";"ja";"Verschluss, Verschmutzung der Kontakte";"Verletzung durch nicht sicher gefasste Gegenstände";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Unterweisung der Patienten durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko eines Verlustes oder einer Fehlsteuerung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Handhabung / Funktionsweise, Inspektion / Wartung"
"8 Gefährdungen infolge von Herstellungsfehlern 8.3 Fehlerhafte herstellungsbegleitende Prüfungen";"ja";"Adipöse Stumpfverhältnisse mit starkem Weichteilüberhang; mangelhaftes Verschlußkonzept";"Hautschädigung durch Einklemmen im Bereich von Verschlüssen";"wahrscheinlich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Systematische Zustandserhebung, ggf. Änderung der Verschlusstechnik, Anprobe und Unterweisung der Patienten durch qualifizierte Mitarbeiter";"möglich";"mittel";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"8 Gefährdungen infolge von Herstellungsfehlern 8.3 Fehlerhafte herstellungsbegleitende Prüfungen";"ja";"Eintrittsöffnung zu eng/Schaft zu eng";"Aufschieben der Weichteile";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Systematische Abformtechnik; Anprobe durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"8 Gefährdungen infolge von Herstellungsfehlern 8.3 Fehlerhafte herstellungsbegleitende Prüfungen";"ja";"Kontaktverlust der Elektroden durch ungenügende Passform, Stumpfschwankungen";"Verletzung durch nicht sicher gefasste Gegenstände";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Prüfung vor Abgabe";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko eines Verlustes oder einer Fehlsteuerung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Verhalten bei Stumpfschwankungen"
"8 Gefährdungen infolge von Herstellungsfehlern 8.3 Fehlerhafte herstellungsbegleitende Prüfungen";"ja";"Liner sitzt zu locker, falsche Strumpfgröße oder Form";"Hautschädigung durch Faltenwurf des Liners";"wahrscheinlich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Systematische Maß- und Abformtechnik, Anprobe durch qualifizierte Mitarbeiter, Strumpfgröße durch Mitarbeiter/in kontrollieren";"möglich";"mittel";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"8 Gefährdungen infolge von Herstellungsfehlern 8.3 Fehlerhafte herstellungsbegleitende Prüfungen";"ja";"Schaft proximal oder distal zu weit oder zu eng oder zu kurz";"Durchblutungsstörungen/ Verfärbungen der Haut";"möglich";"besonders hoch";"Überschreitet das definierte Akzeptanzniveau";"Systematische Abformtechnik; Anprobe durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"8 Gefährdungen infolge von Herstellungsfehlern 8.3 Fehlerhafte herstellungsbegleitende Prüfungen";"ja";"Steuerungskabel zu kurz";"Steuerungskabel schneidet ein";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Prüfung vor der Abgabe; Anprobe durch qualifizierte Mitarbeiter";"unwahrscheinlich";"mittel";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"8 Gefährdungen infolge von Herstellungsfehlern 8.3 Fehlerhafte herstellungsbegleitende Prüfungen";"ja";"Unzureichender Endkontakt";"Hautirritation am Stumpfende, Ödembildung";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Anprobe durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"8 Gefährdungen infolge von Herstellungsfehlern 8.3 Fehlerhafte herstellungsbegleitende Prüfungen";"ja";"Unzureichender Endkontakt, Schaft zu eng";"Durchblutungsstörungen, gesteigerter Phantomschmerz";"möglich";"besonders hoch";"Überschreitet das definierte Akzeptanzniveau";"Systematische Abformtechnik; Anfertigung eines Innenschaftes mit Endkontakt; Anprobe durch qualifizierte Mitarbeiter, Kontrolle des Schaftvolumens";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"8 Gefährdungen infolge von Herstellungsfehlern 8.4 Fehlerhafte Fertigung";"ja";;"Hautschädigung durch Materialermüdung, Bruch der Prothese, Kontamination, Festigkeitsverlust von Verbindungen";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Systematische Zustandserhebung und Festlegung der Versorgung durch qualifizierte Mitarbeiter; Herstellerrichtlinien einhalten; Verwendung von freigegebenen Komponentenkombinationen; Durchführung und Zwischenevaluation durch qualifizierte Mitarbeiter; Checklisten zur Qualitätssicherung; Festlegung von Prozessen durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"8 Gefährdungen infolge von Herstellungsfehlern 8.4 Fehlerhafte Fertigung";"ja";"Kontaktschaftventilgehäuse wird beim Herausziehen der Anziehhilfe aus dem flexiblen Innenschaft gerissen. Verarbeitungsfehler bei der Herstellung des Innenschafts oder des Außenschafts, Alterung des Materials.";"Funktionsdefizite wegen Rutschen, Verdrehen oder Verlust der Prothese";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Prüfung vor Anprobe; Arbeitsanweisung für die Mitarbeiter";"möglich";"mittel";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko eines Verlustes oder einer Fehlsteuerung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Inspektion / Wartung"
"8 Gefährdungen infolge von Herstellungsfehlern 8.5 Fehlerhafte Endprüfung";"ja";"Fehlende oder fehlerhafte Gelenkabdeckung";"Einklemmen von Körperteilen";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Systematische Zustandserhebung und Festlegung der Versorgung durch qualifizierte Mitarbeiter; Schutz durch Gelenkabdeckung";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Weichteilschädigungen muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";"Hinweis in GA: Handhabung / Funktionsweise / Risiken, Inspektion / Wartung"
"8 Gefährdungen infolge von Herstellungsfehlern 8.5 Fehlerhafte Endprüfung";"ja";"Hervorstehende Komponenten, Bandagenzüge, Verschlüsse";"Verschleiß der Kleidung";"möglich";"mittel";"Innerhalb des definierten Akzeptanzniveaus";"Sichtprüfung vor Anprobe; Anbringung von Abdeckungen";"unwahrscheinlich";"mittel";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko für spontane Schädigungen der Kleidung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"8 Gefährdungen infolge von Herstellungsfehlern 8.6 Fehlerhafte Produktfreigabe";"ja";;"Funktionsverlust, Schädigung des Patienten";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Abnahme durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko eines Verlustes oder einer Fehlsteuerung muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"8 Gefährdungen infolge von Herstellungsfehlern 8.6 Fehlerhafte Produktfreigabe";"ja";"Mangel bei Endkontrolle übersehen";"Druckstellen/ mangelnde Korrektur/Passform";"möglich";"besonders hoch";"Überschreitet das definierte Akzeptanzniveau";"Qualitätskontrolle durch qualifizierte Mitarbeiter, Mitarbeitereinweisung";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko einer insuffizienten Versorgung oder Funktionsreduktion muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"8 Gefährdungen infolge von Herstellungsfehlern 8.6 Fehlerhafte Produktfreigabe";"ja";"Mangelhafte Prüfung der Produktkonformität";"Funktionsverlust, Schädigung des Patienten";"möglich";"hoch";"Überschreitet das definierte Akzeptanzniveau";"Abnahme durch qualifizierte Mitarbeiter";"unwahrscheinlich";"hoch";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko einer insuffizienten Versorgung oder Funktionsreduktion muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
"8 Gefährdungen infolge von Herstellungsfehlern 8.6 Fehlerhafte Produktfreigabe";"ja";"unzureichende Einweisung des Anwenders";"Verlust des medizinischen / therapeutischen Nutzens; Verschlechterung des Zustands der Patienten";"wahrscheinlich";"besonders hoch";"Überschreitet das definierte Akzeptanzniveau";"Abgabe durch qualifizierte Mitarbeiter";"möglich";"niedrig";"Innerhalb des definierten Akzeptanzniveaus";"Das Restrisiko einer insuffizienten Versorgung oder Funktionsreduktion muss akzeptiert werden, da andernfalls keine Versorgung erfolgen kann.";
